source,target,Typ,label,org_conviction_1,org_country_1,org_continent_1,org_conviction_2,org_country_2,org_continent_2,international,intercontinental
maryland public policy institute,independent womens forum,Undirected,carrie l. lukas,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
american council for capital formation,american petroleum institute,Undirected,cavaney,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,institute of economic affairs,Undirected,chandran kukathas,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
principia scientific international,clexit,Undirected,charles anderson,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
liberales institut,berlin manhattan institut für unternehmerische freiheit e.v.,Undirected,charles b. blankart,unconvinced of agw,switzerland,europe,unconvinced of agw,germany,europe,TRUE,FALSE
institut constant de rebecque,alternative für deutschland,Undirected,charles blankart,,switzerland,europe,,germany,europe,TRUE,FALSE
berkeley earth surface temperature study,mont pelerin society,Undirected,charles g. koch,convinced of agw,usa,north america,,global,global,TRUE,TRUE
american civil rights union,virginia institute for public policy,Undirected,charles j. cooper,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ludwig von mises institute,john locke institute,Undirected,charles k. rowley,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
ashbrook center for public affairs,claremont institute,Undirected,charles r. kesler,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,bill of rights institute,Undirected,charles r. kesler,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
claremont institute,bill of rights institute,Undirected,charles r. kesler,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
mackinac center for public policy,tennessee center for policy research,Undirected,charles van eaton,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,defenders of property rights,Undirected,charles w. jarvis,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
national association of scholars,philanthropy roundtable,Undirected,chester e. finn,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
institute of economic affairs,mont pelerin society,Undirected,chiaki nishiyama,unconvinced of agw,uk,europe,,global,global,TRUE,TRUE
institute of economic affairs,the free society,Undirected,chris snowdon,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
forces,freedom organisation for the right to enjoy smoking tobacco,Undirected,chris tame,,usa,north america,,uk,europe,TRUE,TRUE
center of the american experiment,clare boothe luce policy institute,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,national association of scholars,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center of the american experiment,foundation for individual rights in education,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
clare boothe luce policy institute,national association of scholars,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
clare boothe luce policy institute,foundation for individual rights in education,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
national association of scholars,foundation for individual rights in education,Undirected,christina hoff sommers,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
ludwig von mises institute,national association of scholars,Undirected,christina jeffrey,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
stichting meer vrijheid,wir,Undirected,christopher,unconvinced of agw,netherlands,europe,unconvinced of agw,germany,europe,TRUE,FALSE
american tradition institute,european enterprise institute,Undirected,christopher c. horner,unconvinced of agw,usa,north america,unconvinced of agw,europe,europe,TRUE,TRUE
ashbrook center for public affairs,claremont institute,Undirected,christopher flannery,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
the galileo movement,clexit,Undirected,christopher monckton,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
the galileo movement,independent committee on geoethics,Undirected,christopher monckton,unconvinced of agw,australia,oceania,unconvinced of agw,uk,europe,TRUE,TRUE
the galileo movement,eike,Undirected,christopher monckton,unconvinced of agw,australia,oceania,unconvinced of agw,germany,europe,TRUE,TRUE
clexit,independent committee on geoethics,Undirected,christopher monckton,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
clexit,eike,Undirected,christopher monckton,unconvinced of agw,usa,north america,unconvinced of agw,germany,europe,TRUE,TRUE
independent committee on geoethics,eike,Undirected,christopher monckton,unconvinced of agw,uk,europe,unconvinced of agw,germany,europe,TRUE,FALSE
philanthropy roundtable,ecipe,Undirected,christopher roberts,unconvinced of agw,usa,north america,,belgium,europe,TRUE,TRUE
institute of ideas,the free society,Undirected,claire fox,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
institute of ideas,economic policy centre,Undirected,claire fox,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
the free society,economic policy centre,Undirected,claire fox,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
atlantis institute,institut hayek,Undirected,claude moniquet,unconvinced of agw,usa,north america,unconvinced of agw,belgium,europe,TRUE,TRUE
accuracy in media,doctors for disaster preparedness,Undirected,cliff kincaid,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
accuracy in media,sovereignty international,Undirected,cliff kincaid,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
accuracy in media,americans survival,Undirected,cliff kincaid,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
doctors for disaster preparedness,sovereignty international,Undirected,cliff kincaid,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
doctors for disaster preparedness,americans survival,Undirected,cliff kincaid,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
sovereignty international,americans survival,Undirected,cliff kincaid,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
principia scientific international,clexit,Undirected,cliff ollier,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
goldwater institute,americans future foundation,Undirected,clint bolick,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
american council on science and health,scientific alliance,Undirected,colin berry,unconvinced of agw,usa,north america,unconvinced of agw,uk,europe,TRUE,TRUE
american council on science and health,campaign for fighting diseases,Undirected,colin berry,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
american council on science and health,sense about science,Undirected,colin berry,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
scientific alliance,campaign for fighting diseases,Undirected,colin berry,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
scientific alliance,sense about science,Undirected,colin berry,unconvinced of agw,uk,europe,,uk,europe,FALSE,FALSE
campaign for fighting diseases,sense about science,Undirected,colin berry,,uk,europe,,uk,europe,FALSE,FALSE
istituto bruno leoni,icrei,Undirected,corrado clini,unconvinced of agw,italy,europe,,switzerland,europe,TRUE,FALSE
foundation for economic education,niskanen center,Undirected,dan grossman,unconvinced of agw,usa,north america,convinced of agw,usa,north america,FALSE,FALSE
goldwater institute,maryland public policy institute,Undirected,dan lips,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for medicine in the public interest,washington legal foundation,Undirected,daniel e. troy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
liberales institut,institut constant de rebecque,Undirected,daniel eisele,unconvinced of agw,switzerland,europe,,switzerland,europe,FALSE,FALSE
bruges group,the freedom association,Undirected,daniel hannan,unconvinced of agw,uk,europe,unconvinced of agw,uk,europe,FALSE,FALSE
bruges group,jerusalem institute for market studies,Undirected,daniel hannan,unconvinced of agw,uk,europe,unconvinced of agw,israel,asia,TRUE,TRUE
the freedom association,jerusalem institute for market studies,Undirected,daniel hannan,unconvinced of agw,uk,europe,unconvinced of agw,israel,asia,TRUE,TRUE
americans for prosperity,state policy network,Undirected,daniel j. erspamer,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
american energy alliance,insitute for energy research,Undirected,daniel r. simmons,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
environmental literacy council,independent commission on environmental education,Undirected,daniel simberloff,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
ashbrook center for public affairs,buckeye institute for public policy solutions,Undirected,danielle beckett,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
campus reform,leadership institute,Undirected,darcy,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
federalist society for law and public policy studies,klima-initiative,Undirected,david,unconvinced of agw,usa,north america,convinced of agw,germany,europe,TRUE,TRUE
american conservative union,the american conservative union foundation,Undirected,david a. keene,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
council for national policy,john birch society,Undirected,david a. noebel,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
the galileo movement,clexit,Undirected,david archibald,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
ludwig von mises institute,civitas,Undirected,david conway,unconvinced of agw,usa,north america,,uk,europe,TRUE,TRUE
climate science coalition of america,greening earth society,Undirected,david e. wojick,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
the galileo movement,clexit,Undirected,david evans,unconvinced of agw,australia,oceania,unconvinced of agw,usa,north america,TRUE,TRUE
ludwig von mises institute,tobacco institute,Undirected,david fand,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
council for national policy,leadership institute,Undirected,david fenner,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
conservative action network,the galileo movement,Undirected,david flint,unconvinced of agw,australia,oceania,unconvinced of agw,australia,oceania,FALSE,FALSE
beacon hill institute,tobacco institute,Undirected,david g. tuerck,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
center for media and public affairs,statistical assessment service,Undirected,david gergen,unconvinced of agw,usa,north america,unconvinced of agw,usa,north america,FALSE,FALSE
center for media and public affairs,propublica,Undirected,david gergen,unconvinced of agw,usa,north america,,usa,north america,FALSE,FALSE
