person;organisation;wiki_page;cat_agw_opinion;cat_occupation;cat_relgion_opinion;cat_topic;Page_Link
Jacques Garello;Libres.org;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Libres.org
Jacques Garello;Philadelphia Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philadelphia_Society
Jacques Garello;Social Affairs Unit;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Social_Affairs_Unit
Jacques de Guenin;Association pour la liberté économique et le progrès social;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Association_pour_la_libert%C3%A9_%C3%A9conomique_et_le_progr%C3%A8s_social
Brian Lee Crowley;Atlantic Institute for Market Studies;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Atlantic_Institute_for_Market_Studies
Brian Lee Crowley;Frontier Centre for Public Policy;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Frontier_Centre_for_Public_Policy
Brian Lee Crowley;Initiative for Public Policy Analysis;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Initiative_for_Public_Policy_Analysis
Brian Lee Crowley;Institut Turgot;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Institut_Turgot
Brian Lee Crowley;Macdonald-Laurier Institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Macdonald-Laurier_Institute
David Ross;Atlas Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Atlas_Society
Alan Oxley;Australian APEC Study Centre;from_org_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_APEC_Study_Centre
Alan Oxley;ECIPE;from_org_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=ECIPE
Alan Oxley;World Growth Institute;from_org_page;;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=World_Growth_Institute
John Humphreys;Australian Libertarian Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Libertarian_Society
John Humphreys;Australian Taxpayers' Alliance;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Taxpayers%27_Alliance
John Humphreys;Stop Gillard's Carbon Tax;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Stop_Gillard%27s_Carbon_Tax
Joseph Clark;Australian Libertarian Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Libertarian_Society
Alex Robson;Australian Taxpayers' Alliance;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Taxpayers%27_Alliance
Tom Switzer;Australian Taxpayers' Alliance;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Taxpayers%27_Alliance
Ron Manners;Australian Taxpayers' Alliance;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Taxpayers%27_Alliance
Ron Manners;Australians for Northern Development and Economic Vision;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australians_for_Northern_Development_and_Economic_Vision
Ron Manners;Mannkal Economic Foundation;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mannkal_Economic_Foundation
Ron Manners;Mannkal Economic Research Foundation;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mannkal_Economic_Research_Foundation
Ron Manners;Mont Pelerin Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mont_Pelerin_Society
Ron Manners;The Carbon Sense Coalition;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Carbon_Sense_Coalition
Patrick Michaels;Australian Taxpayers' Alliance;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australian_Taxpayers%27_Alliance
Patrick Michaels;Center for the Study of Science;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_the_Study_of_Science
Patrick Michaels;Weidenbaum Center on the Economy, Government, and Public Policy;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Weidenbaum_Center_on_the_Economy,_Government,_and_Public_Policy
Gina Rinehart;Australians for Northern Development and Economic Vision;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australians_for_Northern_Development_and_Economic_Vision
Ian Plimer;Australians for Northern Development and Economic Vision;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Australians_for_Northern_Development_and_Economic_Vision
Ian Plimer;EIKE;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=EIKE
Ian Plimer;Principia Scientific International;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Principia_Scientific_International
Ian Plimer;The Galileo Movement;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Galileo_Movement
Vernon L. Smith;Austrian Economics Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Austrian_Economics_Center
Vernon L. Smith;Goldwater Institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Goldwater_Institute
Vernon L. Smith;Mont Pelerin Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mont_Pelerin_Society
Vernon L. Smith;Montreal economic institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Montreal_economic_institute
Vernon L. Smith;Virginia Institute for Public Policy;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Virginia_Institute_for_Public_Policy
Vernon L. Smith;Western Economic Association International;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Western_Economic_Association_International
Amanda Maxham;Ayn Rand Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ayn_Rand_Center
Keith Lockitch;Ayn Rand Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ayn_Rand_Center
Harry Binswanger;Ayn Rand Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ayn_Rand_Center
Alex Epstein;Ayn Rand Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ayn_Rand_Center
Alex Epstein;Center for Industrial Progress;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_Industrial_Progress
Leonard Peikoff;Ayn Rand Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ayn_Rand_Center
Lutz Niemann;Bürger für Technik;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=B%C3%BCrger_f%C3%BCr_Technik
Lutz Niemann;EIKE;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=EIKE
Ludwig Lindner;Bürger für Technik;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=B%C3%BCrger_f%C3%BCr_Technik
Ludwig Lindner;Kerntechnische Gesellschaft;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Kerntechnische_Gesellschaft
Gerhard Stehlik;Bürgerinitiative für Europa;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=B%C3%BCrgerinitiative_f%C3%BCr_Europa
Gerhard Stehlik;EIKE;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=EIKE
Gerhard Stehlik;Europa-Union;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Europa-Union
David G. Tuerck;Beacon Hill Institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Beacon_Hill_Institute
Robert Rohde;Berkeley Earth Surface Temperature Study;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berkeley_Earth_Surface_Temperature_Study
Judith Curry;Berkeley Earth Surface Temperature Study;from_org_page;;scientists;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berkeley_Earth_Surface_Temperature_Study
Joel Bucher;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Joel Bucher;Citizens for a Sound Economy;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Citizens_for_a_Sound_Economy
Steffen Hentrich;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Steffen Hentrich;Friedrich-Naumann-Stiftung für die Freiheit;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Friedrich-Naumann-Stiftung_f%C3%BCr_die_Freiheit
Steffen Hentrich;Libertäre Plattform;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Libert%C3%A4re_Plattform
Charles Beat Blankart;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Hardy Bouillon;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Hardy Bouillon;Institut Économique Molinari;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Institut_%C3%89conomique_Molinari
Hardy Bouillon;Institut Constant de Rebecque;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Institut_Constant_de_Rebecque
Hardy Bouillon;Instituto De Libre Empresa;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Instituto_De_Libre_Empresa
Hardy Bouillon;Ludwig von Mises Institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ludwig_von_Mises_Institute
Hardy Bouillon;Ludwig von Mises Institute Europe;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Ludwig_von_Mises_Institute_Europe
Hardy Bouillon;Mont Pelerin Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Mont_Pelerin_Society
Hardy Bouillon;The Cobden Centre;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Cobden_Centre
Jo Kwong;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Jo Kwong;Philanthropy Roundtable;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Philanthropy_Roundtable
Jo Kwong;The Bastiat Society;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Bastiat_Society
Tom G. Palmer;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Tom G. Palmer;Institute for Economic Studies;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Institute_for_Economic_Studies
Tom G. Palmer;Niskanen Center;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Niskanen_Center
Thomas Straubhaar;Berlin Manhattan Institut für Unternehmerische Freiheit e.V.;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Berlin_Manhattan_Institut_f%C3%BCr_Unternehmerische_Freiheit_e.V.
Thomas Straubhaar;Initiative Neue Soziale Marktwirtschaft;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Initiative_Neue_Soziale_Marktwirtschaft
Margaret Thatcher;Bruges Group;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruges_Group
Daniel Hannan;Bruges Group;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruges_Group
Daniel Hannan;Jerusalem Institute for Market Studies;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Jerusalem_Institute_for_Market_Studies
Daniel Hannan;The Freedom Association;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Freedom_Association
Roger Helmer;Bruges Group;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruges_Group
Roger Helmer;Europe of Freedom & Democracy;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Europe_of_Freedom_%26_Democracy
Roger Helmer;The Freedom Association;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=The_Freedom_Association
Richard North;Bruges Group;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bruges_Group
Ulrich Berner;Bundesanstalt für Geowissenschaften und Rohstoffe;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bundesanstalt_f%C3%BCr_Geowissenschaften_und_Rohstoffe
Thomas Mock;Bundesverband Landschaftsschutz;from_org_page;;;;wind power;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Bundesverband_Landschaftsschutz
William O'Keefe;CO2-coalition;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=CO2-coalition
William O'Keefe;Global Climate Coalition;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Global_Climate_Coalition
Roger Harrabin;Cambridge Media and Environment Programme;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cambridge_Media_and_Environment_Programme
George Monbiot;Campaign against Climate Change;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_against_Climate_Change
George Monbiot;Spinwatch;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Spinwatch
Caroline Lucas;Campaign against Climate Change;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_against_Climate_Change
Caroline Lucas;Spinwatch;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Spinwatch
Mark Lynas;Campaign against Climate Change;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_against_Climate_Change
George Marshall;Campaign against Climate Change;from_org_page;convinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_against_Climate_Change
Lucas Bergkamp;Campaign for Fighting Diseases;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_for_Fighting_Diseases
Henry I. Miller;Campaign for Fighting Diseases;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campaign_for_Fighting_Diseases
Henry I. Miller;Consumer Alert;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Consumer_Alert
Justin Pulliam;Campus Reform;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Campus_Reform
Justin Pulliam;Collegians for a constructive tomorrow;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Collegians_for_a_constructive_tomorrow
Justin Pulliam;Leadership Institute;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Leadership_Institute
Xingyuan Feng;Cathay Institute for Public Affairs;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Cathay_Institute_for_Public_Affairs
Michael Goldfarb;Center for American Freedom;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_American_Freedom
Bart Jan Spruyt;Center for European Renewal;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_European_Renewal
Daniel J. Mitchell;Center for Freedom and Prosperity;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_Freedom_and_Prosperity
Eric Dennis;Center for Industrial Progress;from_org_page;unconvinced of agw;;;;http://ttnr.qprf.de/ccs_mediawiki28/index.php?title=Center_for_Industrial_Progress
